,players,Nationality,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
447,DT Johnston, (IRE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,320,364,405,552,645,668,743,743,743,743,743,743,743
448,Sir RJ Hadlee, (NZ),0,0,49,52,79,79,79,81,138,253,397,433,726,798,952,1259,1312,1603,1603,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751,1751
449,Nawroz Mangal, (AFG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,336,384,440,653,960,1094,1139,1139,1139,1139
450,Shahriar Hossain, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,347,360,360,360,360,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
451,GO Jones, (PNG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,565,815,815,815,815,815,815,815,815,862,862,862,862,862,862
452,HG Munsey, (SCOT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,381,470
453,BG Rogers, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47,178,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478
454,Ashfaq Ahmed, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,344
455,SM Patil, (INDIA),0,0,0,0,0,0,0,0,0,125,238,521,820,976,976,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005
456,Imad Wasim, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,269,430,480,778
457,PA Nixon, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,297,297,297,297,297,297,297,297,297,297,297,297
458,Rohan Mustafa, (UAE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,59,121,418,642,662
459,Mohammad Wasim, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,385,499,499,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543
460,TT Samaraweera, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,39,66,175,175,175,199,199,199,199,452,748,862,862,862,862,862,862,862,862,862
461,Amjad Ali, (UAE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,96,96,392,520,520,520,520,520
462,Noor Ali Zadran, (AFG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,361,362,371,371,594,890,941,1139,1139,1153
463,Gulbadin Naib, (AFG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,70,152,152,236,461,757,830
464,PJL Dujon, (WI),0,0,0,0,0,0,0,0,0,0,0,134,324,586,785,949,1183,1437,1732,1802,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945
465,Mashrafe Mortaza, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,72,142,218,513,746,1038,1046,1177,1177,1220,1240,1346,1442,1540,1604,1728,1752
466,DL Amiss, (ENG),0,168,302,322,615,708,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859
467,PA Wallace, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,214,214,214,214,217,257,550,554,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701
468,JA Morkel, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,63,63,236,327,619,679,679,782,782,782,782,782,782,782,782
469,AS Hansra, (CAN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,377,383,419,421,421,421,421,421,421
470,NL McCullum, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,450,626,918,983,1070,1070,1070,1070,1070
471,IA Healy, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,116,356,487,627,850,1140,1375,1617,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764,1764
472,R Lamba, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,509,517,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783
473,MG Johnson, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,92,381,500,708,720,822,917,951,951,951,951,951
474,SS Karim, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,295,313,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362
475,LG Howell, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
476,AR White, (IRE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,217,363,421,708,731,769,769,776,776,776,776,776,776
477,Javed Ahmadi, (AFG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,139,139,270,556,646,821,925,971
478,MA Vermeulen, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,192,432,583,583,583,583,583,868,868,868,868,868,868,868,868,868,868,868
479,MN Waller, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,189,434,468,753,818,873,918,1172,1259,1259
480,S Chattergoon, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,346,370,370,370,370,370,370,370,370,370,370,370
481,RW Marsh, (AUS),10,27,27,28,120,120,163,163,263,370,585,686,943,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,1225
482,GS Blewett, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,192,474,474,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551
483,YK Pathan, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,247,528,810,810,810,810,810,810,810,810,810
484,RT Latham, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,178,458,562,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
485,MF Maharoof, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,222,471,751,775,973,984,984,1042,1042,1042,1042,1113,1113,1113,1113
486,C Munro, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,244,414,693,947,1146
487,SW Ambris, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,316
488,Ihsanullah, (AFG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,307,307
489,P Utseya, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,149,311,376,442,708,984,1160,1192,1319,1385,1406,1406,1406,1406,1406
490,PL Mommsen, (SCOT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,204,209,408,684,880,1101,1115,1115,1115
491,Qasim Umar, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,5,280,473,522,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642
492,XM Marshall, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,373,375,375,375,375,375,375,375,375,375,375,386
493,JF Reid, (NZ),0,0,0,0,0,0,0,0,0,5,5,25,25,227,500,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633
494,DM de Silva, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,335,557,688
495,DJ Callaghan, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,155,427,478,478,478,478,478,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493
496,Tushar Imran, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,277,403,403,523,547,574,574,574,574,574,574,574,574,574,574,574,574,574
497,JM Brearley, (ENG),0,0,0,0,0,0,147,206,476,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510
498,DJ Reekers, (NL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,387,436,481,481,481,481,481,481,481,481,481,481,481
499,DL Hemp, (BMUDA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,458,458,641,641,641,641,641,641,641,641,641,641,641
500,JL Denly, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,268,268,268,268,268,268,268,268,268,293
501,KWR Fletcher, (ENG),24,138,244,340,607,607,607,607,607,607,638,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757
502,J Srinath, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,68,82,100,176,443,508,628,749,818,837,855,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883
503,DA Minors, (BMUDA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,478,478,478,478,478,478,478,478,478,478,478,478,478
504,Anshuman Rath, (HKG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,166,382,562,828,828
505,HH Kanitkar, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,303,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
506,JK Kamande, (KENYA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,85,134,137,137,137,306,452,597,862,1028,1055,1055,1055,1055,1055,1055,1055,1055,1055
507,AI Kallicharran, (WI),0,0,79,79,313,313,337,378,560,824,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826
508,RT Robinson, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,16,97,175,439,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597,597
509,Nizakat Khan, (HKG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,86,350,490,675,675
510,Manzoor Elahi, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,114,123,333,596,682,682,699,699,699,699,707,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741
511,F Mutizwa, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,263,403,403,403,403,403,403,403,403,403
512,DR Smith, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,474,691,791,791,791,925,925,1102,1102,1338,1560,1560,1560,1560,1560
513,AB Agarkar, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,220,441,515,776,880,1059,1120,1198,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269
514,TJ Friend, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,134,395,532,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548
515,TT Bresnan, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,253,408,669,694,773,871,871,871,871,871,871
516,GS Ballance, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,297,297,297,297,297
517,MD Dai, (PNG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,111,371,454,454
518,Athar Ali Khan, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,190,190,190,190,190,211,211,470,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532
519,AJ Hollioake, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,197,456,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606
520,JR Ratnayeke, (SL),0,0,0,0,0,0,0,0,0,0,0,9,63,92,255,326,430,688,787,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824
521,DM Wellham, (AUS),0,0,0,0,0,0,0,0,0,0,42,42,42,42,61,122,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379
522,ML Udawatte, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,257,257,257,257,257,257,257,257,257,257,257
523,ES Szwarczynski, (NL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,207,394,493,748,825,825,970,1102,1102,1102,1102,1102,1102
524,WPUJC Vaas, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,119,310,353,422,654,864,1079,1332,1481,1586,1703,1871,1934,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025,2025
525,DA Marillier, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,340,419,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672
526,RS Madugalle, (SL),0,0,0,0,0,0,0,0,4,4,4,146,336,434,686,686,793,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950
527,HDPK Dharmasena, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,148,386,638,849,849,858,1032,1040,1196,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222
528,JEC Franklin, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,116,116,116,149,294,508,508,571,823,962,1118,1270,1270,1270,1270,1270,1270,1270
529,H Klaasen, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,251
530,CT Radley, (ENG),0,0,0,0,0,0,0,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
531,PL Symcox, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,58,106,356,474,670,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694
532,JJ Tucker, (BMUDA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,493,493,496,496,496,496,496,496,496,496,496,496,496
533,T Thushara, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,357,392,392,392,392,392,392,392,392,392,392
534,DT Christian, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,273,273,273,273,273,273
535,W Barresi, (NL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,457,508,618,783,783,783,783,866,866
536,Babar Hayat, (HKG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,176,425,670,784,784
537,JD Campbell, (WI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
538,A Turner, (AUS),0,0,0,0,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
539,J Mubarak, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,68,68,68,315,486,631,696,696,696,696,704,704,704,704,704,704,704
540,Taufeeq Umar, (PAK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,180,426,444,447,447,447,447,447,447,504,504,504,504,504,504,504,504,504
541,IS Billcliff, (CAN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147,147,207,452,478,529,529,529,529,529,529,529,529,529,529,529
542,P Willey, (ENG),0,0,0,0,0,0,7,7,251,375,475,475,475,475,487,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538
543,PK Amre, (INDIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,374,494,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
544,GJ Rennie, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,250,332,404,414,567,567,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617,617
545,RR Hendricks, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,455
546,AJ Bichel, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,99,99,99,99,191,434,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471
547,Khaled Mahmud, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,235,239,302,465,708,889,955,991,991,991,991,991,991,991,991,991,991,991,991,991,991
548,Rashid Khan, (PAK),0,0,0,0,0,0,0,0,0,4,4,4,13,85,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,146,361,604,786,908
549,Hannan Sarkar, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,270,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383
550,Rizwan Cheema, (CAN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,426,523,707,707,764,764,764,764,764,764,764
551,Naeem Islam, (BDESH),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,302,544,671,731,894,975,975,975,975,975,975
552,MJ Di Venuto, (AUS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
553,S Mukuddem, (BMUDA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,331,331,331,331,331,331,331,331,331,331,331,331,331
554,Adnan Mufti, (UAE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,330,330
555,W Larkins, (ENG),0,0,0,0,0,0,0,0,7,84,84,84,84,84,84,84,84,84,323,551,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591
556,BR Hartland, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311
557,MA Ealham, (ENG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,87,275,446,684,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716
558,CN Evans, (ZIM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,43,254,491,665,667,667,667,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764
559,TP Ura, (PNG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,56,271,508,523
560,CB Lambert, (USA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,132,132,132,132,132,132,132,368,368,368,368,368,368,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407
561,SFAF Bacchus, (WI),0,0,0,0,0,0,0,0,0,157,232,377,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612
562,Karim Sadiq, (AFG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,255,290,458,458,470,470,475,475,475,475
563,KMDN Kulasekara, (SL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,19,34,190,393,475,645,880,1064,1127,1258,1289,1327,1327,1327
564,RJ Peterson, (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,91,91,135,147,147,147,153,231,312,545,556,556,556,556,556,556
565,RB Reid, (NZ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
566,H Patel, (CAN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,163,395,398,468,468,468,468,468,468,468
